,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn_x,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST,code_name,turn_rank,turn_y,turn_quantile,s_value_temp,s_value,bubles,bubles_today,turn_rolling,value_price,value_unit
310798,2020-10-13,sh.600449,15.57,15.77,15.54,15.7,15.58,7086992.0,110965932.8,3,1.4821,1,0.7702,8.141372,1.300784,1.507709,-72.33948000000001,0,宁夏建材,1937.0,3818,0.5073336825563122,13.998066045590836,13.998066045590836,1.1215835065262636,3.6383929289816797,0.5851057364156171,48.61638954247247,3.0965853211765904
405241,2020-10-13,sh.600581,3.41,3.43,3.34,3.36,3.41,21334500.0,71671985.0,3,1.3918,1,-1.4663,90.848821,1.2202790000000001,0.24674000000000001,7.217874,0,八一钢铁,1850.0,3818,0.48454688318491357,2.7904531935571506,2.7904531935571506,1.2041054864342,3.6383929289816797,0.6119713164646226,10.327742164141897,3.0737327869469935
818514,2020-10-13,sh.601838,10.18,10.18,9.95,10.11,10.21,24001461.0,241089712.26,3,1.2667,1,-0.9794,6.297478,0.9917879999999999,2.7189400000000004,-66.151139,0,成都银行,1729.0,3818,0.45285489785227867,11.799115328945831,11.799115328945831,0.8568439004234445,3.6383929289816797,0.46894538959215204,31.274176240862634,3.093390330451299
939067,2020-10-13,sh.603161,16.6,17.26,16.51,16.93,16.68,4405100.0,74499429.0,3,6.3474,1,1.4988,65.342558,1.7527490000000001,1.46517,-68.404709,0,科华控股,3361.0,3818,0.8803038239916187,9.918208698502417,9.918208698502417,1.7069614599414829,3.6383929289816797,0.754712583771447,51.74878585116052,3.056632359785028
1223275,2020-10-13,sh.603950,25.59,26.9,25.59,26.25,25.99,3887806.0,102533512.0,3,6.717,1,1.0004,18.269334,2.8552020000000002,4.534724,7.727666,0,长源东谷,3391.0,3818,0.8881613410162389,10.630579297584795,10.630579297584795,2.4692915846988552,3.6383929289816797,0.9109200456664654,81.44966445560118,3.1028443602133784
1274770,2020-10-13,sh.688599,17.45,17.69,17.2,17.22,17.21,29298052.0,510047542.0,3,10.2714,1,0.0581,35.934505,2.404487,1.418556,12.71455,0,天合光能,3566.0,3818,0.9339968569931901,7.64081592579324,7.64081592579324,2.253686015634814,3.6383929289816797,0.8723877725456932,53.21350328266012,3.090215057065048
2252686,2020-10-13,sz.002666,5.98,6.03,5.94,5.98,5.99,6554310.0,39165851.5,3,1.4668,1,-0.1669,21.070445,1.467726,1.15812,11.112216,0,德联集团,1917.0,3818,0.502095337873232,4.358139807704442,4.358139807704442,1.3721450581801868,3.6383929289816797,0.6674923853592576,18.415667623279127,3.0795430808159074
